phase,flux,flux_err
-2.0037001462630757,1.0052551,0.005356709
-2.0036115892146222,0.99916404,0.0024178864
-2.003578323626132,1.0000734,0.0027518715
-2.0035246394342625,0.9924948,0.005304829
-2.0034958480609952,1.0034529,0.005357775
-2.0034737910170435,1.0073293,0.005626375
-2.0034686662830934,1.0078295,0.00536149
-2.003352926060099,1.0054502,0.0024174894
-2.003336967143121,0.9969823,0.002253585
-2.0032931524707407,1.0025742,0.005323475
-2.0032643648213835,0.9984598,0.0053575668
-2.0032423119670035,1.001258,0.005616619
-2.0032371858371043,1.0022509,0.0053514503
-2.003177409455158,0.99922276,0.002400188
-2.003126572675332,1.0003179,0.0025381004
-2.0030616659728797,0.99715453,0.0053125387
-2.003032882047433,0.9932237,0.005346615
-2.0030108329179988,1.0054187,0.005619758
-2.003005705856777,1.0047896,0.0053583924
-2.0028301794750187,0.9980259,0.005311107
-2.0028075282776294,1.0039141,0.0023803704
-2.0028013988074767,0.9969196,0.005359826
-2.0027793543336205,1.0044186,0.005617739
-2.002774225411823,1.0020133,0.005352148
-2.002598692511842,0.9928997,0.005307475
-2.0025699160335266,0.9892378,0.0053408216
-2.0025478752839256,0.9997842,0.005614441
-2.0025427454321854,0.9898815,0.005338863
-2.002367206013291,1.0003266,0.0053125406
-2.002338433259576,0.9995888,0.005363787
-2.0023163962342307,0.99479425,0.00562049
-2.0023112654528927,0.9943661,0.0053474316
-2.002222691639598,0.9972261,0.0024167139
-2.00218943816658,0.9989285,0.002750185
-2.0021357195150853,1.0012851,0.005317856
-2.0021069500206545,1.0057372,0.0053585228
-2.002084917184881,1.0032943,0.005618701
-2.002079785006904,1.0002683,0.0053481623
-2.0019640447839095,0.99745345,0.002413563
-2.001948089133632,1.0037922,0.0022581175
-2.0019042330168797,1.0034876,0.005319894
-2.001875467247394,0.99086267,0.0053502475
-2.0018534386005027,1.0048072,0.005638668
-2.0018483050265767,1.0049087,0.0053553856
-2.001788489535636,0.9984346,0.002397615
-2.0017376988431694,0.99964494,0.0025404347
-2.0016727460530124,0.99333614,0.005309809
-2.0016439840070928,0.99791145,0.005355836
-2.0016219595504627,0.9944829,0.0056201033
-2.0016168245809327,1.0008234,0.005354414
-2.001441259554807,0.99826926,0.0053099873
-2.0014186772773574,1.0038362,0.0023789515
-2.0014125012327977,0.9953826,0.005350823
-2.001390480501113,0.9974326,0.0056132637
-2.001385344601295,1.0008762,0.0053547253
-2.001209773056601,0.99492836,0.0053097047
-2.0011810184595373,1.0016491,0.0053552915
-2.0011590019174244,1.005383,0.0056218533
-2.001153864621658,0.9961305,0.0053479294
-2.000978286093079,0.996749,0.0053111864
-2.0009495352199256,1.002859,0.0053667896
-2.000927522867385,1.0075711,0.005621935
-2.000922384176359,0.9907496,0.005341078
-2.000833794065264,0.9993572,0.0024173162
-2.0008005527065102,0.99812424,0.0027494528
-2.0007467995945283,1.0009681,0.0053107846
-2.0007180524459756,1.0023041,0.005359028
-2.0006960438173453,1.0003867,0.005611782
-2.000690904196031,0.9990559,0.005355853
-2.000575163973382,0.99999005,0.0024136284
-2.000559211124488,1.0023705,0.0022555515
-2.0005153130966673,1.0003898,0.0053119394
-2.00048656967168,0.9940324,0.005354536
-2.00046456476834,0.99926686,0.005620579
-2.0004594237500424,1.0046823,0.0053523635
-2.000399569614734,0.9955609,0.0023983782
-2.000348825475634,1.0031161,0.0025419362
-2.0002838261321108,0.990368,0.005307729
-2.0002550864317237,0.9976818,0.0053549185
-2.000233086183962,1.0161936,0.0056402963
-2.0002279437707498,1.0003582,0.005353021
-2.0000523396342498,1.0011134,0.0053166137
-2.0000298262757057,1.000149,0.00237873
-2.0000236036584633,0.99847096,0.005356733
-2.000001607134267,1.0040405,0.0056226724
-1.999996463325106,0.9973395,0.0053411303
-1.999820853136044,0.99857146,0.0053132507
-1.9997921204191969,0.99824387,0.005345682
-1.9997701280845723,0.9904029,0.005609941
-1.9997649833454685,0.99482465,0.0053509786
-1.9995893661732118,0.99723685,0.0053219115
-1.9995606376459363,1.0048132,0.005386729
-1.9995386490352225,1.0027788,0.005629544
-1.999533503365141,1.0023872,0.005353027
-1.9994448960249234,1.00306,0.0024197171
-1.9994116672459232,0.99748003,0.0027478144
